country,country_iso,year,sex,age,suicides_no,population,suicides/100k pop,gdp_for_year($),gdp_per_capita($),generation
Albania,ALB,1987,male,5-14 years,0,338200,0,2156624900,796,Generation X
Albania,ALB,1987,male,15-24 years,21,312900,6.71,2156624900,796,Generation X
Albania,ALB,1987,male,25-34 years,9,274300,3.28,2156624900,796,Boomers
Albania,ALB,1987,male,35-54 years,16,308000,5.19,2156624900,796,Silent
Albania,ALB,1987,male,55-74 years,1,137500,0.73,2156624900,796,G.I. Generation
Albania,ALB,1987,male,75+ years,1,21800,4.59,2156624900,796,G.I. Generation
Albania,ALB,1987,female,5-14 years,0,311000,0,2156624900,796,Generation X
Albania,ALB,1987,female,15-24 years,14,289700,4.83,2156624900,796,Generation X
Albania,ALB,1987,female,25-34 years,4,257200,1.56,2156624900,796,Boomers
Albania,ALB,1987,female,35-54 years,6,278800,2.15,2156624900,796,Silent
Albania,ALB,1987,female,55-74 years,0,144600,0,2156624900,796,G.I. Generation
Albania,ALB,1987,female,75+ years,1,35600,2.81,2156624900,796,G.I. Generation
Albania,ALB,1988,male,5-14 years,0,345000,0,2126000000,769,Generation X
Albania,ALB,1988,male,15-24 years,17,319200,5.33,2126000000,769,Generation X
Albania,ALB,1988,male,25-34 years,5,279900,1.79,2126000000,769,Boomers
Albania,ALB,1988,male,35-54 years,14,314100,4.46,2126000000,769,Silent
Albania,ALB,1988,male,55-74 years,4,140200,2.85,2126000000,769,G.I. Generation
Albania,ALB,1988,male,75+ years,1,22300,4.48,2126000000,769,G.I. Generation
Albania,ALB,1988,female,5-14 years,0,317200,0,2126000000,769,Generation X
Albania,ALB,1988,female,15-24 years,8,295600,2.71,2126000000,769,Generation X
Albania,ALB,1988,female,25-34 years,5,262400,1.91,2126000000,769,Boomers
Albania,ALB,1988,female,35-54 years,4,284500,1.41,2126000000,769,Silent
Albania,ALB,1988,female,55-74 years,3,147500,2.03,2126000000,769,G.I. Generation
Albania,ALB,1988,female,75+ years,2,36400,5.49,2126000000,769,G.I. Generation
Albania,ALB,1989,male,5-14 years,0,349700,0,2335124988,833,Generation X
Albania,ALB,1989,male,15-24 years,12,323500,3.71,2335124988,833,Generation X
Albania,ALB,1989,male,25-34 years,18,283600,6.35,2335124988,833,Boomers
Albania,ALB,1989,male,35-54 years,15,318400,4.71,2335124988,833,Silent
Albania,ALB,1989,male,55-74 years,6,142100,4.22,2335124988,833,G.I. Generation
Albania,ALB,1989,male,75+ years,2,22500,8.89,2335124988,833,G.I. Generation
Albania,ALB,1989,female,5-14 years,0,321900,0,2335124988,833,Generation X
Albania,ALB,1989,female,15-24 years,5,299900,1.67,2335124988,833,Generation X
Albania,ALB,1989,female,25-34 years,2,266300,0.75,2335124988,833,Boomers
Albania,ALB,1989,female,35-54 years,7,288600,2.43,2335124988,833,Silent
Albania,ALB,1989,female,55-74 years,1,149600,0.67,2335124988,833,G.I. Generation
Albania,ALB,1989,female,75+ years,0,37000,0,2335124988,833,G.I. Generation
Albania,ALB,1992,male,5-14 years,0,362900,0,709452584,251,Millenials
Albania,ALB,1992,male,15-24 years,9,263700,3.41,709452584,251,Generation X
Albania,ALB,1992,male,25-34 years,7,245500,2.85,709452584,251,Boomers
Albania,ALB,1992,male,35-54 years,12,343800,3.49,709452584,251,Boomers
Albania,ALB,1992,male,55-74 years,5,159500,3.13,709452584,251,Silent
Albania,ALB,1992,male,75+ years,0,23900,0,709452584,251,G.I. Generation
Albania,ALB,1992,female,5-14 years,0,336700,0,709452584,251,Millenials
Albania,ALB,1992,female,15-24 years,7,292400,2.39,709452584,251,Generation X
Albania,ALB,1992,female,25-34 years,4,267400,1.5,709452584,251,Boomers
Albania,ALB,1992,female,35-54 years,2,323100,0.62,709452584,251,Boomers
Albania,ALB,1992,female,55-74 years,1,164900,0.61,709452584,251,Silent
Albania,ALB,1992,female,75+ years,0,38700,0,709452584,251,G.I. Generation
Albania,ALB,1993,male,5-14 years,1,367000,0.27,1228071038,437,Millenials
Albania,ALB,1993,male,15-24 years,18,243300,7.4,1228071038,437,Generation X
Albania,ALB,1993,male,25-34 years,9,230100,3.91,1228071038,437,Boomers
Albania,ALB,1993,male,35-54 years,10,350300,2.85,1228071038,437,Boomers
Albania,ALB,1993,male,55-74 years,7,165000,4.24,1228071038,437,Silent
Albania,ALB,1993,male,75+ years,1,24200,4.13,1228071038,437,G.I. Generation
Albania,ALB,1993,female,5-14 years,1,340300,0.29,1228071038,437,Millenials
Albania,ALB,1993,female,15-24 years,10,285300,3.51,1228071038,437,Generation X
Albania,ALB,1993,female,25-34 years,7,261800,2.67,1228071038,437,Boomers
Albania,ALB,1993,female,35-54 years,7,331200,2.11,1228071038,437,Boomers
Albania,ALB,1993,female,55-74 years,2,169500,1.18,1228071038,437,Silent
Albania,ALB,1993,female,75+ years,0,39300,0,1228071038,437,G.I. Generation
Albania,ALB,1994,male,5-14 years,1,371800,0.27,1985673798,697,Millenials
Albania,ALB,1994,male,15-24 years,6,242200,2.48,1985673798,697,Generation X
Albania,ALB,1994,male,25-34 years,6,231400,2.59,1985673798,697,Boomers
Albania,ALB,1994,male,35-54 years,9,362800,2.48,1985673798,697,Boomers
Albania,ALB,1994,male,55-74 years,11,171400,6.42,1985673798,697,Silent
Albania,ALB,1994,male,75+ years,2,24600,8.13,1985673798,697,G.I. Generation
Albania,ALB,1994,female,5-14 years,0,344400,0,1985673798,697,Millenials
Albania,ALB,1994,female,15-24 years,6,282600,2.12,1985673798,697,Generation X
Albania,ALB,1994,female,25-34 years,4,261100,1.53,1985673798,697,Boomers
Albania,ALB,1994,female,35-54 years,2,342500,0.58,1985673798,697,Boomers
Albania,ALB,1994,female,55-74 years,1,174600,0.57,1985673798,697,Silent
Albania,ALB,1994,female,75+ years,2,39900,5.01,1985673798,697,G.I. Generation
Albania,ALB,1995,male,5-14 years,6,376500,1.59,2424499009,835,Millenials
Albania,ALB,1995,male,15-24 years,11,241200,4.56,2424499009,835,Generation X
Albania,ALB,1995,male,25-34 years,13,232900,5.58,2424499009,835,Generation X
Albania,ALB,1995,male,35-54 years,14,375900,3.72,2424499009,835,Boomers
Albania,ALB,1995,male,55-74 years,9,178000,5.06,2424499009,835,Silent
Albania,ALB,1995,male,75+ years,1,25100,3.98,2424499009,835,G.I. Generation
Albania,ALB,1995,female,5-14 years,2,348700,0.57,2424499009,835,Millenials
Albania,ALB,1995,female,15-24 years,13,283500,4.59,2424499009,835,Generation X
Albania,ALB,1995,female,25-34 years,7,264000,2.65,2424499009,835,Generation X
Albania,ALB,1995,female,35-54 years,8,356400,2.24,2424499009,835,Boomers
Albania,ALB,1995,female,55-74 years,2,180400,1.11,2424499009,835,Silent
Albania,ALB,1995,female,75+ years,2,40800,4.9,2424499009,835,G.I. Generation
Albania,ALB,1996,male,5-14 years,2,380400,0.53,3314898292,1127,Millenials
Albania,ALB,1996,male,15-24 years,17,243600,6.98,3314898292,1127,Generation X
Albania,ALB,1996,male,25-34 years,14,235300,5.95,3314898292,1127,Generation X
Albania,ALB,1996,male,35-54 years,12,379600,3.16,3314898292,1127,Boomers
Albania,ALB,1996,male,55-74 years,3,179900,1.67,3314898292,1127,Silent
Albania,ALB,1996,male,75+ years,2,25400,7.87,3314898292,1127,G.I. Generation
Albania,ALB,1996,female,5-14 years,1,354100,0.28,3314898292,1127,Millenials
Albania,ALB,1996,female,15-24 years,16,287700,5.56,3314898292,1127,Generation X
Albania,ALB,1996,female,25-34 years,10,267900,3.73,3314898292,1127,Generation X
Albania,ALB,1996,female,35-54 years,9,362000,2.49,3314898292,1127,Boomers
Albania,ALB,1996,female,55-74 years,1,183100,0.55,3314898292,1127,Silent
Albania,ALB,1996,female,75+ years,2,41200,4.85,3314898292,1127,G.I. Generation
Albania,ALB,1997,male,5-14 years,4,381500,1.05,2359903108,793,Millenials
Albania,ALB,1997,male,15-24 years,33,244400,13.5,2359903108,793,Generation X
Albania,ALB,1997,male,25-34 years,36,236000,15.25,2359903108,793,Generation X
Albania,ALB,1997,male,35-54 years,30,380800,7.88,2359903108,793,Boomers
Albania,ALB,1997,male,55-74 years,12,180300,6.66,2359903108,793,Silent
Albania,ALB,1997,male,75+ years,3,25400,11.81,2359903108,793,G.I. Generation
Albania,ALB,1997,female,5-14 years,6,361800,1.66,2359903108,793,Millenials
Albania,ALB,1997,female,15-24 years,21,294000,7.14,2359903108,793,Generation X
Albania,ALB,1997,female,25-34 years,16,273900,5.84,2359903108,793,Generation X
Albania,ALB,1997,female,35-54 years,7,370100,1.89,2359903108,793,Boomers
Albania,ALB,1997,female,55-74 years,0,187000,0,2359903108,793,Silent
Albania,ALB,1997,female,75+ years,2,42100,4.75,2359903108,793,G.I. Generation
Albania,ALB,1998,male,5-14 years,2,388400,0.51,2707123772,899,Millenials
Albania,ALB,1998,male,15-24 years,27,248800,10.85,2707123772,899,Generation X
Albania,ALB,1998,male,25-34 years,26,240400,10.82,2707123772,899,Generation X
Albania,ALB,1998,male,35-54 years,29,388200,7.47,2707123772,899,Boomers
Albania,ALB,1998,male,55-74 years,9,183800,4.9,2707123772,899,Silent
Albania,ALB,1998,male,75+ years,3,25800,11.63,2707123772,899,G.I. Generation
Albania,ALB,1998,female,5-14 years,1,363800,0.27,2707123772,899,Millenials
Albania,ALB,1998,female,15-24 years,32,295600,10.83,2707123772,899,Generation X
Albania,ALB,1998,female,25-34 years,10,275300,3.63,2707123772,899,Generation X
Albania,ALB,1998,female,35-54 years,9,372100,2.42,2707123772,899,Boomers
Albania,ALB,1998,female,55-74 years,6,188200,3.19,2707123772,899,Silent
Albania,ALB,1998,female,75+ years,0,42300,0,2707123772,899,G.I. Generation
Albania,ALB,1999,male,5-14 years,0,391300,0,3414760915,1127,Millenials
Albania,ALB,1999,male,15-24 years,24,250600,9.58,3414760915,1127,Generation X
Albania,ALB,1999,male,25-34 years,19,242300,7.84,3414760915,1127,Generation X
Albania,ALB,1999,male,35-54 years,31,391100,7.93,3414760915,1127,Boomers
Albania,ALB,1999,male,55-74 years,14,185200,7.56,3414760915,1127,Silent
Albania,ALB,1999,male,75+ years,3,25900,11.58,3414760915,1127,G.I. Generation
Albania,ALB,1999,female,5-14 years,1,365200,0.27,3414760915,1127,Millenials
Albania,ALB,1999,female,15-24 years,19,296800,6.4,3414760915,1127,Generation X
Albania,ALB,1999,female,25-34 years,13,276500,4.7,3414760915,1127,Generation X
Albania,ALB,1999,female,35-54 years,5,373600,1.34,3414760915,1127,Boomers
Albania,ALB,1999,female,55-74 years,6,188800,3.18,3414760915,1127,Silent
Albania,ALB,1999,female,75+ years,4,42400,9.43,3414760915,1127,G.I. Generation
Albania,ALB,2000,male,5-14 years,1,374900,0.27,3632043908,1299,Millenials
Albania,ALB,2000,male,15-24 years,5,240000,2.08,3632043908,1299,Generation X
Albania,ALB,2000,male,25-34 years,17,232000,7.33,3632043908,1299,Generation X
Albania,ALB,2000,male,35-54 years,4,374700,1.07,3632043908,1299,Boomers
Albania,ALB,2000,male,55-74 years,10,177400,5.64,3632043908,1299,Silent
Albania,ALB,2000,male,75+ years,1,24900,4.02,3632043908,1299,G.I. Generation
Albania,ALB,2000,female,5-14 years,0,324700,0,3632043908,1299,Millenials
Albania,ALB,2000,female,15-24 years,6,263900,2.27,3632043908,1299,Generation X
Albania,ALB,2000,female,25-34 years,3,245800,1.22,3632043908,1299,Generation X
Albania,ALB,2000,female,35-54 years,5,332200,1.51,3632043908,1299,Boomers
Albania,ALB,2000,female,55-74 years,0,168000,0,3632043908,1299,Silent
Albania,ALB,2000,female,75+ years,2,37800,5.29,3632043908,1299,G.I. Generation
Albania,ALB,2001,male,5-14 years,6,321556,1.87,4060758804,1451,Millenials
Albania,ALB,2001,male,15-24 years,10,256039,3.91,4060758804,1451,Millenials
Albania,ALB,2001,male,25-34 years,22,206484,10.65,4060758804,1451,Generation X
Albania,ALB,2001,male,35-54 years,34,378826,8.98,4060758804,1451,Boomers
Albania,ALB,2001,male,55-74 years,11,196670,5.59,4060758804,1451,Silent
Albania,ALB,2001,male,75+ years,1,31044,3.22,4060758804,1451,Silent
Albania,ALB,2001,female,5-14 years,2,307356,0.65,4060758804,1451,Millenials
Albania,ALB,2001,female,15-24 years,9,271359,3.32,4060758804,1451,Millenials
Albania,ALB,2001,female,25-34 years,4,222771,1.8,4060758804,1451,Generation X
Albania,ALB,2001,female,35-54 years,12,370191,3.24,4060758804,1451,Boomers
Albania,ALB,2001,female,55-74 years,6,189799,3.16,4060758804,1451,Silent
Albania,ALB,2001,female,75+ years,2,47254,4.23,4060758804,1451,Silent
Albania,ALB,2002,male,5-14 years,1,319473,0.31,4435078648,1573,Millenials
Albania,ALB,2002,male,15-24 years,15,263067,5.7,4435078648,1573,Millenials
Albania,ALB,2002,male,25-34 years,23,206286,11.15,4435078648,1573,Generation X
Albania,ALB,2002,male,35-54 years,35,382139,9.16,4435078648,1573,Boomers
Albania,ALB,2002,male,55-74 years,13,198130,6.56,4435078648,1573,Silent
Albania,ALB,2002,male,75+ years,4,31007,12.9,4435078648,1573,Silent
Albania,ALB,2002,female,5-14 years,1,304850,0.33,4435078648,1573,Millenials
Albania,ALB,2002,female,15-24 years,14,275970,5.07,4435078648,1573,Millenials
Albania,ALB,2002,female,25-34 years,7,223685,3.13,4435078648,1573,Generation X
Albania,ALB,2002,female,35-54 years,15,375113,4,4435078648,1573,Boomers
Albania,ALB,2002,female,55-74 years,4,191712,2.09,4435078648,1573,Silent
Albania,ALB,2002,female,75+ years,1,47407,2.11,4435078648,1573,Silent
Albania,ALB,2003,male,5-14 years,4,313204,1.28,5746945913,2021,Millenials
Albania,ALB,2003,male,15-24 years,15,273235,5.49,5746945913,2021,Millenials
Albania,ALB,2003,male,25-34 years,9,205433,4.38,5746945913,2021,Generation X
Albania,ALB,2003,male,35-54 years,28,386196,7.25,5746945913,2021,Boomers
Albania,ALB,2003,male,55-74 years,16,201520,7.94,5746945913,2021,Silent
Albania,ALB,2003,male,75+ years,1,32667,3.06,5746945913,2021,Silent
Albania,ALB,2003,female,5-14 years,0,298477,0,5746945913,2021,Millenials
Albania,ALB,2003,female,15-24 years,14,283709,4.93,5746945913,2021,Millenials
Albania,ALB,2003,female,25-34 years,9,222941,4.04,5746945913,2021,Generation X
Albania,ALB,2003,female,35-54 years,13,381760,3.41,5746945913,2021,Boomers
Albania,ALB,2003,female,55-74 years,9,195699,4.6,5746945913,2021,Silent
Albania,ALB,2003,female,75+ years,6,49088,12.22,5746945913,2021,Silent
Albania,ALB,2004,male,5-14 years,1,302181,0.33,7314865176,2544,Millenials
Albania,ALB,2004,male,15-24 years,19,286768,6.63,7314865176,2544,Millenials
Albania,ALB,2004,male,25-34 years,16,203938,7.85,7314865176,2544,Generation X
Albania,ALB,2004,male,35-54 years,39,391767,9.95,7314865176,2544,Boomers
Albania,ALB,2004,male,55-74 years,10,207202,4.83,7314865176,2544,Silent
Albania,ALB,2004,male,75+ years,4,35526,11.26,7314865176,2544,Silent
Albania,ALB,2004,female,5-14 years,3,286705,1.05,7314865176,2544,Millenials
Albania,ALB,2004,female,15-24 years,20,292268,6.84,7314865176,2544,Millenials
Albania,ALB,2004,female,25-34 years,11,222389,4.95,7314865176,2544,Generation X
Albania,ALB,2004,female,35-54 years,17,391436,4.34,7314865176,2544,Boomers
Albania,ALB,2004,female,55-74 years,3,203841,1.47,7314865176,2544,Silent
Albania,ALB,2004,female,75+ years,3,50970,5.89,7314865176,2544,Silent
Albania,ALB,2005,male,5-14 years,0,291367,0,8158548717,2931,Millenials
Albania,ALB,2005,male,15-24 years,0,281675,0,8158548717,2931,Millenials
Albania,ALB,2005,male,25-34 years,0,177519,0,8158548717,2931,Generation X
Albania,ALB,2005,male,35-54 years,0,380242,0,8158548717,2931,Boomers
Albania,ALB,2005,male,55-74 years,0,214118,0,8158548717,2931,Silent
Albania,ALB,2005,male,75+ years,0,38471,0,8158548717,2931,Silent
Albania,ALB,2005,female,5-14 years,0,276559,0,8158548717,2931,Millenials
Albania,ALB,2005,female,15-24 years,0,281922,0,8158548717,2931,Millenials
Albania,ALB,2005,female,25-34 years,0,190745,0,8158548717,2931,Generation X
Albania,ALB,2005,female,35-54 years,0,386513,0,8158548717,2931,Boomers
Albania,ALB,2005,female,55-74 years,0,210998,0,8158548717,2931,Silent
Albania,ALB,2005,female,75+ years,0,53191,0,8158548717,2931,Silent
Albania,ALB,2006,male,5-14 years,0,282678,0,8992642349,3235,Millenials
Albania,ALB,2006,male,15-24 years,0,286679,0,8992642349,3235,Millenials
Albania,ALB,2006,male,25-34 years,0,174092,0,8992642349,3235,Generation X
Albania,ALB,2006,male,35-54 years,0,379076,0,8992642349,3235,Boomers
Albania,ALB,2006,male,55-74 years,0,219360,0,8992642349,3235,Silent
Albania,ALB,2006,male,75+ years,0,40782,0,8992642349,3235,Silent
Albania,ALB,2006,female,5-14 years,0,267316,0,8992642349,3235,Millenials
Albania,ALB,2006,female,15-24 years,0,283138,0,8992642349,3235,Millenials
Albania,ALB,2006,female,25-34 years,0,186391,0,8992642349,3235,Generation X
Albania,ALB,2006,female,35-54 years,0,388746,0,8992642349,3235,Boomers
Albania,ALB,2006,female,55-74 years,0,215907,0,8992642349,3235,Silent
Albania,ALB,2006,female,75+ years,0,56011,0,8992642349,3235,Silent
Albania,ALB,2007,male,5-14 years,4,272497,1.47,10701011897,3863,Generation Z
Albania,ALB,2007,male,15-24 years,13,288349,4.51,10701011897,3863,Millenials
Albania,ALB,2007,male,25-34 years,9,172494,5.22,10701011897,3863,Generation X
Albania,ALB,2007,male,35-54 years,29,378626,7.66,10701011897,3863,Boomers
Albania,ALB,2007,male,55-74 years,14,224160,6.25,10701011897,3863,Silent
Albania,ALB,2007,male,75+ years,8,42366,18.88,10701011897,3863,Silent
Albania,ALB,2007,female,5-14 years,0,256808,0,10701011897,3863,Generation Z
Albania,ALB,2007,female,15-24 years,13,281080,4.63,10701011897,3863,Millenials
Albania,ALB,2007,female,25-34 years,8,183629,4.36,10701011897,3863,Generation X
Albania,ALB,2007,female,35-54 years,14,391811,3.57,10701011897,3863,Boomers
Albania,ALB,2007,female,55-74 years,9,221120,4.07,10701011897,3863,Silent
Albania,ALB,2007,female,75+ years,3,57404,5.23,10701011897,3863,Silent
Albania,ALB,2008,male,5-14 years,7,262464,2.67,12881352688,4672,Generation Z
Albania,ALB,2008,male,15-24 years,11,286702,3.84,12881352688,4672,Millenials
Albania,ALB,2008,male,25-34 years,21,172855,12.15,12881352688,4672,Generation X
Albania,ALB,2008,male,35-54 years,37,377119,9.81,12881352688,4672,Boomers
Albania,ALB,2008,male,55-74 years,21,228672,9.18,12881352688,4672,Silent
Albania,ALB,2008,male,75+ years,2,44574,4.49,12881352688,4672,Silent
Albania,ALB,2008,female,5-14 years,1,246288,0.41,12881352688,4672,Generation Z
Albania,ALB,2008,female,15-24 years,20,276073,7.24,12881352688,4672,Millenials
Albania,ALB,2008,female,25-34 years,9,182663,4.93,12881352688,4672,Generation X
Albania,ALB,2008,female,35-54 years,19,393832,4.82,12881352688,4672,Boomers
Albania,ALB,2008,female,55-74 years,7,226448,3.09,12881352688,4672,Silent
Albania,ALB,2008,female,75+ years,5,59369,8.42,12881352688,4672,Silent
Albania,ALB,2009,male,5-14 years,0,253007,0,12044212904,4387,Generation Z
Albania,ALB,2009,male,15-24 years,0,283448,0,12044212904,4387,Millenials
Albania,ALB,2009,male,25-34 years,0,174955,0,12044212904,4387,Generation X
Albania,ALB,2009,male,35-54 years,0,374365,0,12044212904,4387,Boomers
Albania,ALB,2009,male,55-74 years,0,234570,0,12044212904,4387,Silent
Albania,ALB,2009,male,75+ years,0,47331,0,12044212904,4387,Silent
Albania,ALB,2009,female,5-14 years,0,236174,0,12044212904,4387,Generation Z
Albania,ALB,2009,female,15-24 years,0,270003,0,12044212904,4387,Millenials
Albania,ALB,2009,female,25-34 years,0,182712,0,12044212904,4387,Generation X
Albania,ALB,2009,female,35-54 years,0,394286,0,12044212904,4387,Boomers
Albania,ALB,2009,female,55-74 years,0,233302,0,12044212904,4387,Silent
Albania,ALB,2009,female,75+ years,0,61582,0,12044212904,4387,Silent
Albania,ALB,2010,male,5-14 years,0,240939,0,11926953259,4359,Generation Z
Albania,ALB,2010,male,15-24 years,10,279508,3.58,11926953259,4359,Millenials
Albania,ALB,2010,male,25-34 years,9,179720,5.01,11926953259,4359,Generation X
Albania,ALB,2010,male,35-54 years,20,371611,5.38,11926953259,4359,Generation X
Albania,ALB,2010,male,55-74 years,20,241852,8.27,11926953259,4359,Silent
Albania,ALB,2010,male,75+ years,2,50767,3.94,11926953259,4359,Silent
Albania,ALB,2010,female,5-14 years,2,223969,0.89,11926953259,4359,Generation Z
Albania,ALB,2010,female,15-24 years,6,263581,2.28,11926953259,4359,Millenials
Albania,ALB,2010,female,25-34 years,6,183579,3.27,11926953259,4359,Generation X
Albania,ALB,2010,female,35-54 years,12,394593,3.04,11926953259,4359,Generation X
Albania,ALB,2010,female,55-74 years,7,241491,2.9,11926953259,4359,Silent
Albania,ALB,2010,female,75+ years,2,64415,3.1,11926953259,4359,Silent
Antigua and Barbuda,ATG,1986,male,5-14 years,0,6827,0,290440148,4740,Generation X
Antigua and Barbuda,ATG,1986,male,15-24 years,0,7563,0,290440148,4740,Generation X
Antigua and Barbuda,ATG,1986,male,25-34 years,0,6023,0,290440148,4740,Boomers
Antigua and Barbuda,ATG,1986,male,35-54 years,0,5947,0,290440148,4740,Silent
Antigua and Barbuda,ATG,1986,male,55-74 years,0,2771,0,290440148,4740,G.I. Generation
Antigua and Barbuda,ATG,1986,male,75+ years,0,476,0,290440148,4740,G.I. Generation
Antigua and Barbuda,ATG,1986,female,5-14 years,0,6907,0,290440148,4740,Generation X
Antigua and Barbuda,ATG,1986,female,15-24 years,0,7668,0,290440148,4740,Generation X
Antigua and Barbuda,ATG,1986,female,25-34 years,0,6209,0,290440148,4740,Boomers
Antigua and Barbuda,ATG,1986,female,35-54 years,0,6101,0,290440148,4740,Silent
Antigua and Barbuda,ATG,1986,female,55-74 years,0,3764,0,290440148,4740,G.I. Generation
Antigua and Barbuda,ATG,1986,female,75+ years,0,1014,0,290440148,4740,G.I. Generation
Antigua and Barbuda,ATG,1987,male,5-14 years,0,6499,0,337174852,5595,Generation X
Antigua and Barbuda,ATG,1987,male,15-24 years,0,7421,0,337174852,5595,Generation X
Antigua and Barbuda,ATG,1987,male,25-34 years,0,5893,0,337174852,5595,Boomers
Antigua and Barbuda,ATG,1987,male,35-54 years,0,5927,0,337174852,5595,Silent
Antigua and Barbuda,ATG,1987,male,55-74 years,0,2798,0,337174852,5595,G.I. Generation
Antigua and Barbuda,ATG,1987,male,75+ years,0,538,0,337174852,5595,G.I. Generation
Antigua and Barbuda,ATG,1987,female,5-14 years,0,6623,0,337174852,5595,Generation X
Antigua and Barbuda,ATG,1987,female,15-24 years,0,7583,0,337174852,5595,Generation X
Antigua and Barbuda,ATG,1987,female,25-34 years,0,6101,0,337174852,5595,Boomers
Antigua and Barbuda,ATG,1987,female,35-54 years,0,6059,0,337174852,5595,Silent
Antigua and Barbuda,ATG,1987,female,55-74 years,0,3738,0,337174852,5595,G.I. Generation
Antigua and Barbuda,ATG,1987,female,75+ years,0,1081,0,337174852,5595,G.I. Generation
Antigua and Barbuda,ATG,1988,male,5-14 years,0,6355,0,398637741,6693,Generation X
Antigua and Barbuda,ATG,1988,male,15-24 years,0,7209,0,398637741,6693,Generation X
Antigua and Barbuda,ATG,1988,male,25-34 years,0,5826,0,398637741,6693,Boomers
Antigua and Barbuda,ATG,1988,male,35-54 years,0,5907,0,398637741,6693,Silent
Antigua and Barbuda,ATG,1988,male,55-74 years,0,2813,0,398637741,6693,G.I. Generation
Antigua and Barbuda,ATG,1988,male,75+ years,0,603,0,398637741,6693,G.I. Generation
Antigua and Barbuda,ATG,1988,female,5-14 years,0,6527,0,398637741,6693,Generation X
Antigua and Barbuda,ATG,1988,female,15-24 years,0,7413,0,398637741,6693,Generation X
Antigua and Barbuda,ATG,1988,female,25-34 years,0,6041,0,398637741,6693,Boomers
Antigua and Barbuda,ATG,1988,female,35-54 years,0,6021,0,398637741,6693,Silent
Antigua and Barbuda,ATG,1988,female,55-74 years,0,3708,0,398637741,6693,G.I. Generation
Antigua and Barbuda,ATG,1988,female,75+ years,0,1141,0,398637741,6693,G.I. Generation
Antigua and Barbuda,ATG,1989,male,5-14 years,0,6403,0,438794778,7407,Generation X
Antigua and Barbuda,ATG,1989,male,15-24 years,0,6927,0,438794778,7407,Generation X
Antigua and Barbuda,ATG,1989,male,25-34 years,0,5835,0,438794778,7407,Boomers
Antigua and Barbuda,ATG,1989,male,35-54 years,0,5862,0,438794778,7407,Silent
Antigua and Barbuda,ATG,1989,male,55-74 years,0,2843,0,438794778,7407,G.I. Generation
Antigua and Barbuda,ATG,1989,male,75+ years,0,676,0,438794778,7407,G.I. Generation
Antigua and Barbuda,ATG,1989,female,5-14 years,0,6621,0,438794778,7407,Generation X
Antigua and Barbuda,ATG,1989,female,15-24 years,0,7152,0,438794778,7407,Generation X
Antigua and Barbuda,ATG,1989,female,25-34 years,0,6059,0,438794778,7407,Boomers
Antigua and Barbuda,ATG,1989,female,35-54 years,0,5969,0,438794778,7407,Silent
Antigua and Barbuda,ATG,1989,female,55-74 years,0,3696,0,438794778,7407,G.I. Generation
Antigua and Barbuda,ATG,1989,female,75+ years,0,1195,0,438794778,7407,G.I. Generation
Antigua and Barbuda,ATG,1990,male,5-14 years,0,6611,0,459469074,7744,Generation X
Antigua and Barbuda,ATG,1990,male,15-24 years,0,6598,0,459469074,7744,Generation X
Antigua and Barbuda,ATG,1990,male,25-34 years,0,5937,0,459469074,7744,Boomers
Antigua and Barbuda,ATG,1990,male,35-54 years,1,5799,17.24,459469074,7744,Silent
Antigua and Barbuda,ATG,1990,male,55-74 years,0,2902,0,459469074,7744,G.I. Generation
Antigua and Barbuda,ATG,1990,male,75+ years,0,758,0,459469074,7744,G.I. Generation
Antigua and Barbuda,ATG,1990,female,5-14 years,0,6877,0,459469074,7744,Generation X
Antigua and Barbuda,ATG,1990,female,15-24 years,0,6827,0,459469074,7744,Generation X
Antigua and Barbuda,ATG,1990,female,25-34 years,0,6172,0,459469074,7744,Boomers
Antigua and Barbuda,ATG,1990,female,35-54 years,0,5895,0,459469074,7744,Silent
Antigua and Barbuda,ATG,1990,female,55-74 years,0,3706,0,459469074,7744,G.I. Generation
Antigua and Barbuda,ATG,1990,female,75+ years,0,1252,0,459469074,7744,G.I. Generation
Antigua and Barbuda,ATG,1991,male,5-14 years,0,6818,0,481706333,7976,Millenials
Antigua and Barbuda,ATG,1991,male,15-24 years,0,6401,0,481706333,7976,Generation X
Antigua and Barbuda,ATG,1991,male,25-34 years,0,6156,0,481706333,7976,Boomers
Antigua and Barbuda,ATG,1991,male,35-54 years,0,6122,0,481706333,7976,Boomers
Antigua and Barbuda,ATG,1991,male,55-74 years,0,2857,0,481706333,7976,Silent
Antigua and Barbuda,ATG,1991,male,75+ years,0,804,0,481706333,7976,G.I. Generation
Antigua and Barbuda,ATG,1991,female,5-14 years,0,7089,0,481706333,7976,Millenials
Antigua and Barbuda,ATG,1991,female,15-24 years,0,6595,0,481706333,7976,Generation X
Antigua and Barbuda,ATG,1991,female,25-34 years,0,6396,0,481706333,7976,Boomers
Antigua and Barbuda,ATG,1991,female,35-54 years,0,6198,0,481706333,7976,Boomers
Antigua and Barbuda,ATG,1991,female,55-74 years,0,3665,0,481706333,7976,Silent
Antigua and Barbuda,ATG,1991,female,75+ years,0,1293,0,481706333,7976,G.I. Generation
Antigua and Barbuda,ATG,1992,male,5-14 years,0,7059,0,499281148,8087,Millenials
Antigua and Barbuda,ATG,1992,male,15-24 years,0,6221,0,499281148,8087,Generation X
